Unnamed: 0,title,year,age_group,imdb,rotten_tomato,streaming,title2
7189,Nightbreed,1990,18+,6.6,38.0,Amazon,nightbreed
7190,The Cosby Show,1984,all,7.3,,Amazon,
7191,Third Star,2010,,7.5,47.0,Amazon,third star
7192,Vampire's Kiss,1988,18+,6.0,61.0,Amazon,
7193,The Chosen,1981,7+,7.1,75.0,Amazon,the chosen
7194,Believer,2018,,6.5,82.0,Amazon,believer
7195,Takers,2010,13+,6.2,28.0,Amazon,takers
7196,Comrade Detective,2017,18+,7.3,83.0,Amazon,comrade detective
7197,London River,2009,,6.8,91.0,Amazon,
7198,Moliere,2007,13+,7.2,69.0,Amazon,moliere
7199,The Words,2012,13+,7.0,25.0,Amazon,the words
7200,Never Goin' Back,2018,18+,6.0,76.0,Amazon,
7201,M.O.M. Mothers of Monsters,2020,18+,5.4,73.0,Amazon,m.o.m. mothers of monsters
7202,Genevieve,1953,,7.1,80.0,Amazon,genevieve
7203,Fritz the Cat,1972,18+,6.3,60.0,Amazon,
7204,True Legend,2010,18+,6.4,64.0,Amazon,
7205,"Christmas, Again",2014,,6.6,10.0,Amazon,
7206,Graduation,2018,,7.4,96.0,Amazon,graduation
7207,Jawaani Jaaneman,2020,,6.7,64.0,Amazon,jawaani jaaneman
7208,"Lovely, Still",2008,7+,7.1,73.0,Amazon,
7209,Kaante,2002,18+,6.6,83.0,Amazon,kaante
7210,Harry & Snowman,2015,,7.6,94.0,Amazon,
7211,The Stuff,1985,18+,5.9,69.0,Amazon,
7212,Dressed to Kill,1946,,6.9,80.0,Amazon,
7213,Knightriders,1981,18+,6.3,77.0,Amazon,knightriders
7214,Medium,2005,16+,6.9,,Amazon,medium
7215,The American Nightmare,2000,18+,7.3,67.0,Amazon,
7216,Her Composition,2015,,5.3,10.0,Amazon,
7217,Arranged,2007,,7.3,64.0,Amazon,arranged
7218,Ta Ra Rum Pum,2007,all,5.6,50.0,Amazon,
7219,Back to Burgundy,2017,,6.9,73.0,Amazon,
7220,Malgudi Days,1987,all,9.5,,Amazon,malgudi days
7221,The Evil Within,2017,,5.5,10.0,Amazon,
7222,Cleanskin,2012,18+,6.3,53.0,Amazon,cleanskin
7223,Landline,2017,18+,6.4,75.0,Amazon,landline
7224,Free Enterprise,1998,18+,6.8,83.0,Amazon,
7225,X: The Man with the X-Ray Eyes,1963,,6.7,88.0,Amazon,
7226,Tank Girl,1995,18+,5.4,40.0,Amazon,
7227,Dark River,2018,18+,5.8,79.0,Amazon,
7228,Battle in Seattle,2007,18+,6.7,56.0,Amazon,
7229,The Brothers Grimm,2005,13+,5.9,38.0,Amazon,the brothers grimm
7230,Undertow,2004,18+,6.6,55.0,Amazon,undertow
7231,Patterns,1956,,7.7,80.0,Amazon,patterns
7232,The Court-Martial of Billy Mitchell,1955,,6.9,10.0,Amazon,
7233,Dark Money,2018,16+,7.0,96.0,Amazon,
7234,Isabel,2012,7+,8.3,,Amazon,isabel
7235,Punk's Not Dead,2007,,7.1,90.0,Amazon,
7236,Dance Academy,2010,16+,8.1,,Amazon,dance academy
7237,Gol Maal,1979,18+,8.6,,Amazon,gol maal
7238,The Kennel Murder Case,1933,,7.0,83.0,Amazon,
7239,Soaked in Bleach,2015,13+,7.4,30.0,Amazon,soaked in bleach
7240,William S. Burroughs: A Man Within,2010,,7.2,88.0,Amazon,
7241,In the Mirror of Maya Deren,2002,,7.4,95.0,Amazon,
7242,Blue Sky,1994,13+,6.4,78.0,Amazon,
7243,Mary Goes Round,2018,13+,6.8,89.0,Amazon,
7244,The Core,2003,13+,5.5,40.0,Amazon,the core
7245,Our Girl,2014,16+,7.8,,Amazon,our girl
7246,The Secret of Santa Vittoria,1969,13+,7.3,67.0,Amazon,the secret
7247,Pali Road,2016,7+,7.2,55.0,Amazon,
7248,Mohabbatein,2000,7+,7.1,,Amazon,mohabbatein
7249,Little Women,2017,7+,7.2,82.0,Amazon,little women
7250,No Stone Unturned,2017,7+,7.2,80.0,Amazon,
7251,The Horse Boy,2009,,7.3,75.0,Amazon,
7252,Tropical Heat,1991,,7.9,94.0,Amazon,tropical heat
7253,The Midwife,2017,,6.7,88.0,Amazon,
7254,Tiger Orange,2014,,6.6,10.0,Amazon,
7255,Pussy Riot: A Punk Prayer,2013,,7.0,83.0,Amazon,
7256,A River Below,2017,16+,7.2,10.0,Amazon,
7257,Men at Work,2006,,6.5,10.0,Amazon,
7258,Finding Mr. Right,2013,13+,6.4,86.0,Amazon,mr. right
7259,The Whole Gritty City,2013,,7.9,10.0,Amazon,
7260,The Blood Spattered Bride,1972,18+,6.2,10.0,Amazon,
7261,The River,1997,,7.2,73.0,Amazon,return to the river - diary of a wildlife cameraman
7262,Eames: The Architect and the Painter,2011,,7.2,88.0,Amazon,
7263,16 Acres,2012,,6.6,10.0,Amazon,
7264,Noble,2014,13+,6.8,82.0,Amazon,noble
7265,River Monsters,2009,7+,8.1,,Amazon,river monsters
7266,The Beastmaster,1982,7+,6.2,46.0,Amazon,the beastmaster
7267,Between Us,2009,,7.3,83.0,Amazon,the space between us
7268,Joe,1970,18+,6.9,80.0,Amazon,joe
7269,Madeline's Madeline,2018,,6.4,88.0,Amazon,
7270,Rob the Mob,2014,18+,6.3,83.0,Amazon,
7271,Crips and Bloods: Made in America,2008,,6.9,76.0,Amazon,
7272,Teen Wolf,1985,7+,6.1,44.0,Amazon,teen wolf
7273,Examined Life,2008,,7.1,77.0,Amazon,
7274,The Three Musketeers,1921,,7.0,10.0,Amazon,the three musketeers
7275,Mister Rogers' Neighborhood,1968,all,8.6,,Amazon,the best of mister rogers' neighborhood
7276,Hello I Must Be Going,2012,18+,6.2,75.0,Amazon,
7277,Natasha,2015,,6.2,10.0,Amazon,natasha
7278,Sonu Ke Titu Ki Sweety,2018,,7.1,40.0,Amazon,
7279,Dark Shadows,1966,7+,7.5,,Amazon,dark shadows
7280,Reaching for the Moon,2013,,7.0,65.0,Amazon,reaching for the moon
7281,Bad Lucky Goat,2017,,6.9,10.0,Amazon,
7282,Kabali,2016,18+,6.2,64.0,Amazon,kabali
7283,The Snows of Kilimanjaro,1952,,6.2,10.0,Amazon,
7284,Super Size Me 2: Holy Chicken!,2019,13+,7.1,71.0,Amazon,
7285,Big Time Rush,2009,all,6.2,,Amazon,
7286,The Dog,2013,,6.5,91.0,Amazon,it's me or the dog
7287,Dhoom,2004,7+,6.7,,Amazon,dhoom
7288,Scotch: A Golden Dream,2019,,7.5,75.0,Amazon,
7289,Some Freaks,2016,,6.2,92.0,Amazon,
7290,Escobar: Paradise Lost,2014,13+,6.5,55.0,Amazon,paradise lost
7291,Buzzard,2015,,6.4,87.0,Amazon,buzzard
7292,The Assignment,1997,18+,6.9,60.0,Amazon,the assignment
7293,The Iron Mask,1929,,7.0,10.0,Amazon,the man in the iron mask
7294,Conquest 1453,2012,,6.7,40.0,Amazon,
7295,The House of Magic,2013,all,6.3,73.0,Amazon,thunder and the house of magic
7296,Happy Hunting,2017,,5.1,10.0,Amazon,
7297,Funny Ha Ha,2002,,6.4,88.0,Amazon,
7298,AWOL,2017,,5.5,93.0,Amazon,awol
7299,Are We Not Cats,2018,,5.8,91.0,Amazon,
7300,Trapped,2016,,7.0,10.0,Amazon,trapped
7301,The Stone Roses: Made of Stone,2013,,7.3,76.0,Amazon,
7302,The Men Who Built America,2012,7+,8.6,,Amazon,the men who built america
7303,Republic of Doyle,2010,16+,7.3,,Amazon,republic of doyle
7304,In the Aisles,2018,,6.9,89.0,Amazon,
7305,Number 37,2018,,6.3,10.0,Amazon,
7306,4 Blocks,2017,,8.2,,Amazon,4 blocks
7307,Mercy Street,2016,7+,7.4,73.0,Amazon,mercy street
7308,Chupke Chupke,1975,18+,8.4,,Amazon,chupke chupke
7309,Teacher of the Year,2015,,5.4,10.0,Amazon,
7310,The Red House,1947,,6.8,80.0,Amazon,
7311,Beat the Devil,1953,,6.5,75.0,Amazon,
7312,What Richard Did,2012,18+,6.3,91.0,Amazon,
7313,Laakhon Mein Ek,2017,,8.3,,Amazon,laakhon mein ek
7314,Racing Dreams,2010,7+,7.0,10.0,Amazon,
7315,Secret Agent,1936,7+,6.5,86.0,Amazon,churchill’s secret agents: the new recruits
7316,Salute,2008,,7.5,10.0,Amazon,salute
7317,Friday the 13th Part 2,1981,18+,6.1,28.0,Amazon,friday the 13th
7318,The Little Girl Who Was Too Fond of Matches,2017,16+,7.0,86.0,Amazon,
7319,The Forest for the Trees,2004,,7.2,77.0,Amazon,the forest
7320,She Was Pretty,2015,,7.7,,Amazon,she was pretty
7321,Pass Over,2018,,5.6,92.0,Amazon,
7322,Species,1995,18+,5.8,43.0,Amazon,species
7323,Me Without You,2001,18+,6.9,66.0,Amazon,
7324,Just Add Magic,2015,7+,8.2,,Amazon,just add magic
7325,The Hustle,2019,13+,5.4,14.0,Amazon,the hustle (2019)
7326,The Day of the Triffids,1962,,6.2,76.0,Amazon,
7327,Romero,1989,13+,7.1,78.0,Amazon,romero
7328,In the Name of...,2013,,6.6,77.0,Amazon,
7329,Braid,2019,18+,5.3,87.0,Amazon,braid
7330,The Man Who Saved the World,2014,,7.6,68.0,Amazon,
7331,The Possession,2012,13+,5.9,40.0,Amazon,belief: the possession of janet moses
7332,Maniac,1980,18+,6.5,37.0,Amazon,maniac
7333,Free China: The Courage to Believe,2013,,7.5,10.0,Amazon,
7334,Eaten by Lions,2018,,6.1,10.0,Amazon,
7335,Estranged,2015,,5.4,10.0,Amazon,estranged
7336,Approaching the Elephant,2015,,7.0,10.0,Amazon,
7337,Wal-Mart: The High Cost of Low Price,2005,,6.8,93.0,Amazon,
7338,Street Scene,1931,,7.6,10.0,Amazon,
7339,Riding Alone for Thousands of Miles,2005,7+,7.3,80.0,Amazon,riding alone for thousands of miles
7340,Listen Up Philip,2014,,6.3,82.0,Amazon,
7341,Britt-Marie Was Here,2019,7+,5.1,68.0,Amazon,
7342,Man vs. Wild,2006,7+,8.1,,Amazon,man vs. wild
7343,Wreckers,2011,18+,6.0,92.0,Amazon,wreckers
7344,Bedevilled,2010,,7.3,,Amazon,bedevilled
7345,This Is Where We Live,2013,,7.6,88.0,Amazon,
7346,Nightjohn,1996,13+,6.7,10.0,Amazon,nightjohn
7347,Valley Uprising,2014,,8.1,,Amazon,
7348,"Empathy, Inc.",2018,,5.0,85.0,Amazon,
7349,Look Both Ways,2005,13+,7.0,75.0,Amazon,
7350,Sukiyaki Western Django,2007,18+,6.2,56.0,Amazon,
7351,The Booth at the End,2010,16+,8.3,,Amazon,the booth at the end
7352,Sex & Drugs & Rock & Roll,2010,18+,6.6,73.0,Amazon,
7353,Tales of Halloween,2015,18+,5.5,79.0,Amazon,
7354,The Joy of Painting,1983,all,9.4,,Amazon,bob ross: the joy of painting
7355,The Grocer's Son,2007,,7.0,90.0,Amazon,the g
7356,Crime After Crime,2011,,7.6,91.0,Amazon,crime after crime web series
7357,Kenichi The Mightiest Disciple,2006,16+,8.2,,Amazon,
7358,Mayor of the Sunset Strip,2003,18+,7.0,87.0,Amazon,
7359,Sólo con tu pareja,1992,,6.9,67.0,Amazon,
7360,Adore,2013,18+,6.2,34.0,Amazon,adore
7361,Beauty and the Beast,2014,7+,6.4,41.0,Amazon,beauty and the beast
7362,Tideland,2005,18+,6.5,31.0,Amazon,tideland
7363,Alleluia,2014,,6.2,83.0,Amazon,alleluia
7364,Wolf Creek 2,2013,,6.1,49.0,Amazon,
7365,The Perfect Game,2010,7+,6.9,57.0,Amazon,
7366,Ex Libris: New York Public Library,2017,,7.4,97.0,Amazon,
7367,Into the Blue,2005,13+,5.9,21.0,Amazon,into the blue (2005)
7368,Theeran Adhigaaram Ondru,2017,18+,8.3,,Amazon,
7369,Woman Walks Ahead,2018,18+,6.6,53.0,Amazon,
7370,Hyena Road,2015,18+,6.5,55.0,Amazon,hyena road
7371,The Suicide Theory,2015,18+,6.5,79.0,Amazon,
7372,The Royals,2015,16+,7.5,,Amazon,the royals
7373,Afternoon Delight,2013,18+,5.7,67.0,Amazon,
7374,Baarìa,2009,,6.9,55.0,Amazon,baarìa
7375,A Dark Place,2019,,6.2,52.0,Amazon,
7376,Going Postal,2010,,7.8,,Amazon,going postal
7377,Crossing Arizona,2006,,8.0,10.0,Amazon,
7378,The Flying Deuces,1939,,6.9,83.0,Amazon,
7379,Banana Fish,2018,,7.9,,Amazon,banana fish
7380,Father's Day,2011,18+,5.9,80.0,Amazon,
7381,Betas,2013,18+,7.0,85.0,Amazon,betas
7382,Doomed! The Untold Story of Roger Corman's The Fantastic Four,2015,,6.9,86.0,Amazon,
7383,My Name Is Emily,2016,,6.6,89.0,Amazon,
7384,Nobody's Watching,2017,18+,6.6,89.0,Amazon,
7385,Fathers and Daughters,2015,18+,7.1,28.0,Amazon,
7386,Rangasthalam,2018,13+,8.4,,Amazon,rangasthalam
7387,Citizen K,2019,,6.6,95.0,Amazon,
7388,Lost in Paris,2017,,6.2,86.0,Amazon,
7389,Newton,2017,,7.7,91.0,Amazon,newton
7390,The Mechanic,1972,7+,6.9,33.0,Amazon,
7391,Pathology,2008,18+,6.0,45.0,Amazon,pathology
7392,Robotech,1985,7+,8.5,,Amazon,robotech
7393,Sleepless,2017,18+,5.6,25.0,Amazon,sleepless
7394,The Divine Order,2017,,7.0,83.0,Amazon,
7395,When the Levees Broke: A Requiem in Four Acts,2006,18+,8.5,97.0,Amazon,
7396,Totally Spies!,2001,7+,7.0,,Amazon,totally spies!
7397,My Way,2012,,6.9,83.0,Amazon,my way
7398,Jigarthanda,2014,13+,8.3,,Amazon,jigarthanda
7399,Sister Helen,2002,,7.8,92.0,Amazon,
7400,George Carlin: You Are All Diseased,1999,18+,8.6,,Amazon,
7401,Line of Duty,2019,18+,5.4,59.0,Amazon,line of duty
7402,Skeletons,2010,,6.8,82.0,Amazon,skeletons
7403,Madeinusa,2006,,6.8,83.0,Amazon,madeinusa
7404,The Moustache,2005,all,6.7,86.0,Amazon,
7405,Chisholm '72: Unbought & Unbossed,2004,,7.2,88.0,Amazon,
7406,Aruvi,2017,,8.6,,Amazon,aruvi
7407,Chacha Vidhayak Hain Humare,2018,,7.9,,Amazon,chacha vidhayak hain humare
7408,Africa: The Serengeti,1994,,7.3,10.0,Amazon,
7409,Girl Asleep,2015,18+,6.2,81.0,Amazon,
7410,Princess Hours,2006,7+,7.7,,Amazon,princess hours
7411,The Unicorn,2019,,5.1,91.0,Amazon,
7412,Bad Blood: The Movie,2017,16+,4.2,10.0,Amazon,bad blood
7413,Cecil B. Demented,2000,18+,6.3,53.0,Amazon,cecil b. demented
7414,The Prodigy,2019,18+,5.8,42.0,Amazon,
7415,Love Liza,2002,18+,7.0,53.0,Amazon,
7416,The Good Postman,2016,,7.3,10.0,Amazon,the g
7417,Being Erica,2009,16+,7.5,,Amazon,being erica
7418,That Guy Dick Miller,2014,,7.4,80.0,Amazon,
7419,Made in Heaven,2019,18+,8.3,,Amazon,made in heaven
7420,Hunting Hitler,2015,7+,7.5,,Amazon,hunting hitler
7421,Chasing the Dragon,2017,,6.8,50.0,Amazon,chasing the dragon
7422,War and Peace,1956,7+,6.8,43.0,Amazon,
7423,Don't Kill It,2016,,5.2,93.0,Amazon,
7424,Dolemite,1975,18+,5.8,64.0,Amazon,dolemite
7425,The Dark Valley,2014,,7.1,40.0,Amazon,
7426,Churchill,2017,7+,6.2,49.0,Amazon,churchill
7427,Sister My Sister,1994,18+,6.6,63.0,Amazon,sister my sister
7428,Fugitive Pieces,2007,18+,7.0,68.0,Amazon,
7429,The Greatest American Hero,1981,7+,7.3,,Amazon,the greatest american hero
7430,Halston,2019,,6.6,76.0,Amazon,halston
7431,Case 39,2009,18+,6.2,21.0,Amazon,case 39
7432,Undocumented Executive,2013,7+,6.9,10.0,Amazon,
7433,Nancy,2018,,6.2,84.0,Amazon,nancy
7434,Cherry,2010,18+,6.7,64.0,Amazon,cherry
7435,Dalida,2016,7+,6.9,40.0,Amazon,dalida
7436,The Keeping Room,2014,18+,6.0,75.0,Amazon,
7437,The Front Page,1931,7+,6.7,92.0,Amazon,
7438,Zulu Dawn,1979,7+,6.7,57.0,Amazon,zulu dawn
7439,The Widow,2019,18+,6.9,59.0,Amazon,the widow
7440,Vampire Circus,1972,7+,6.4,80.0,Amazon,
7441,Haze,2017,18+,5.8,88.0,Amazon,haze
7442,The Samurai,2014,,5.7,10.0,Amazon,
7443,Arjun Reddy,2017,18+,8.1,,Amazon,
7444,Test,2013,18+,6.5,82.0,Amazon,test
7445,Planet of the Vampires,1965,,6.3,73.0,Amazon,
7446,The Round Up,2010,,7.1,56.0,Amazon,
7447,The Bridesmaid,2004,,6.6,93.0,Amazon,
7448,Hired Gun,2017,,7.1,50.0,Amazon,
7449,Upside Down,2012,13+,6.4,28.0,Amazon,
7450,They Call Us Monsters,2016,,7.1,82.0,Amazon,
7451,The Guardian,2001,7+,7.4,,Amazon,reboot: the guardian code
7452,Inside the Rain,2020,18+,4.3,84.0,Amazon,the rain
7453,"Dr. Quinn, Medicine Woman",1993,7+,6.7,,Amazon,
7454,I Am Another You,2017,,7.2,94.0,Amazon,i am
7455,The Crazies,1973,18+,6.1,67.0,Amazon,the crazies (2010)
7456,All or Nothing: Manchester City,2018,,8.3,,Amazon,all or nothing: manchester city
7457,City of the Living Dead,1980,,6.3,50.0,Amazon,
7458,Bharat Ane Nenu,2018,,7.7,10.0,Amazon,
7459,Antrum,2018,,4.8,80.0,Amazon,antrum
7460,The Bleeding Edge,2016,,6.8,10.0,Amazon,the bleeding edgeoriginal
7461,Angel and the Badman,1947,,6.9,71.0,Amazon,
7462,James May: Our Man In Japan,2020,,8.4,,Amazon,james may: our man in japan
7463,After the Fox,1966,,6.5,75.0,Amazon,
7464,Till the Clouds Roll By,1946,,6.4,10.0,Amazon,
7465,Boston,2017,,7.4,10.0,Amazon,boston
7466,Cops,1989,18+,7.0,,Amazon,cops
7467,The 51st State,2001,18+,6.3,26.0,Amazon,
7468,Doctor Thorne,2016,7+,7.2,87.0,Amazon,julian fellowes presents doctor thorne
7469,Road to Bali,1953,,6.5,71.0,Amazon,
7470,People's Republic of Desire,2018,,6.7,97.0,Amazon,
7471,Bottle Shock,2008,13+,6.8,48.0,Amazon,
7472,Grass,1999,18+,7.2,75.0,Amazon,grass
7473,The Bellboy,1960,,6.5,70.0,Amazon,the bellboy
7474,Breaking In,2011,16+,7.1,56.0,Amazon,
7475,Computer Chess,2013,,6.3,88.0,Amazon,
7476,Siren,2016,,5.3,65.0,Amazon,siren
7477,Fresh Meat,2011,18+,7.9,,Amazon,fresh meat
7478,Sleeping Giant,2015,,6.6,87.0,Amazon,
7479,Losing Isaiah,1995,18+,6.5,45.0,Amazon,
7480,Diverge,2016,16+,4.5,10.0,Amazon,diverge
7481,Cardinals,2017,18+,5.5,83.0,Amazon,cardinals
7482,American Gothic,2016,16+,6.7,58.0,Amazon,american gothic
7483,Pandemic,2016,13+,4.4,44.0,Amazon,pandemic
7484,Django,2017,13+,6.3,61.0,Amazon,django
7485,Manifesto,2015,,6.6,75.0,Amazon,manifesto
7486,B.B. King: The Life of Riley,2012,,7.4,86.0,Amazon,
7487,Parkland,2013,13+,6.3,50.0,Amazon,parkland
7488,The Country Teacher,2008,,6.9,81.0,Amazon,
7489,Downriver,2015,18+,6.2,90.0,Amazon,downriver
7490,The Romanoffs,2018,7+,7.0,50.0,Amazon,the romanoffs
7491,Murder!,1930,13+,6.4,88.0,Amazon,murder!
7492,Freestyle: The Art of Rhyme,2000,,7.6,89.0,Amazon,
7493,Poor Boy's Game,2007,18+,6.4,83.0,Amazon,
7494,The A Word,2016,,7.8,89.0,Amazon,the a word
7495,Good Dick,2008,18+,6.4,50.0,Amazon,
7496,Children of the Corn,1984,18+,5.7,35.0,Amazon,
7497,Sea Patrol,2007,7+,7.4,,Amazon,sea patrol
7498,Duckweed,2017,,6.5,86.0,Amazon,duckweed
7499,Transpecos,2016,,5.8,91.0,Amazon,transpecos
7500,Shock Wave,2017,,6.3,75.0,Amazon,
7501,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,2016,13+,7.7,84.0,Amazon,the silk road
7502,The Trials of Muhammad Ali,2013,,7.3,89.0,Amazon,the trial
7503,The Unloved,2009,,6.8,94.0,Amazon,
7504,Ping Pong,2012,,7.3,95.0,Amazon,
7505,Shottas,2002,18+,6.2,19.0,Amazon,shottas
7506,Pet,2016,18+,5.7,56.0,Amazon,pet
7507,One Week and a Day,2016,,6.7,90.0,Amazon,
7508,Friday the 13th: The Final Chapter,1984,18+,6.0,20.0,Amazon,friday the 13th
7509,I Love Dick,2016,18+,6.2,87.0,Amazon,i love dick
7510,Free and Easy,2017,,6.3,10.0,Amazon,
7511,Lionheart,1990,18+,6.2,27.0,Amazon,lionheart
7512,Voyager,1991,13+,6.7,56.0,Amazon,voyager
7513,The Saint,1962,7+,7.5,,Amazon,the saint
7514,1:54,2016,,6.6,57.0,Amazon,1:54
7515,Square One,2019,,8.6,,Amazon,square one
7516,Thirst,1979,18+,5.8,10.0,Amazon,thirst
7517,Underbelly,2008,18+,8.1,,Amazon,underbelly
7518,Almost Sunrise,2017,13+,7.6,90.0,Amazon,
7519,Under the Bombs,2007,16+,7.0,80.0,Amazon,the bomb
7520,TransFatty Lives,2015,,8.0,88.0,Amazon,
7521,Laws of Gravity,1992,18+,6.8,10.0,Amazon,laws of gravity
7522,Lore,2017,16+,6.7,65.0,Amazon,lore
7523,Hal,2019,,6.9,90.0,Amazon,hal
7524,Switchback,1997,18+,6.4,32.0,Amazon,switchback
7525,Rampart,2011,18+,5.8,74.0,Amazon,rampart
7526,Il Mare,2000,,7.6,,Amazon,
7527,Food Chains,2014,,7.2,91.0,Amazon,
7528,Stella Maris,1918,,6.7,86.0,Amazon,
7529,Obey,2018,,5.4,10.0,Amazon,obey
7530,Trench 11,2017,,5.3,92.0,Amazon,
7531,Pit Stop,2013,,5.9,10.0,Amazon,pit stop
7532,Breathe,2018,16+,8.4,,Amazon,breathe
7533,The Poker House,2008,18+,6.4,57.0,Amazon,
7534,The Whistle Blower,1986,7+,6.2,88.0,Amazon,
7535,War Don Don,2010,,7.2,10.0,Amazon,
7536,Mia madre,2015,18+,6.8,84.0,Amazon,
7537,Terror by Night,1946,,6.9,75.0,Amazon,
7538,Sun Ra: A Joyful Noise,1980,,7.3,10.0,Amazon,
7539,"Pulp: a Film About Life, Death & Supermarkets",2014,,7.2,85.0,Amazon,
7540,Grounded for Life,2001,16+,7.4,,Amazon,
7541,Shaun the Sheep,2007,all,8.2,,Amazon,shaun the sheep
7542,GirlHouse,2014,,5.5,73.0,Amazon,girlhouse
7543,The Dentist,1932,,6.8,10.0,Amazon,
7544,Holy Air,2017,,6.5,10.0,Amazon,
7545,The Levelling,2017,18+,6.4,94.0,Amazon,
7546,The Last Tycoon,2016,18+,7.7,46.0,Amazon,the last tycoon
7547,The Creeping Flesh,1973,7+,6.3,80.0,Amazon,the creeping flesh
7548,A Man of No Importance,1994,18+,6.7,86.0,Amazon,
7549,Honor Flight,2012,7+,8.4,80.0,Amazon,
7550,Picnic at Hanging Rock,2018,16+,6.1,79.0,Amazon,picnic at hanging rock
7551,The Bigamist,1953,,6.8,88.0,Amazon,
7552,Southwest of Salem: The Story of the San Antonio Four,2016,,7.2,10.0,Amazon,
7553,Pari,2018,13+,6.6,45.0,Amazon,pari
7554,Our Nixon,2013,,6.7,91.0,Amazon,
7555,City of Joy,1992,13+,6.5,53.0,Amazon,city of joy
7556,Becoming Cary Grant,2017,7+,6.6,86.0,Amazon,
7557,No Tears for the Dead,2014,,6.8,33.0,Amazon,
7558,The Wise Kids,2011,,6.3,10.0,Amazon,the wise kids
7559,Wild Card,2015,18+,5.6,32.0,Amazon,wild card
7560,Jack Frost,1979,all,7.0,57.0,Amazon,
7561,Actor in Law,2016,7+,7.7,,Amazon,
7562,Five Dances,2013,16+,7.1,55.0,Amazon,
7563,Twice Born,2012,18+,7.4,17.0,Amazon,
7564,Wonder Park,2019,7+,5.8,34.0,Amazon,wonder park
7565,Time Regained,1999,,6.7,70.0,Amazon,
7566,Northanger Abbey,2007,7+,7.3,,Amazon,
7567,Angry Boys,2011,18+,7.7,54.0,Amazon,
7568,Baazigar,1993,13+,7.7,,Amazon,baazigar
7569,Author: The JT LeRoy Story,2016,18+,7.1,78.0,Amazon,
7570,George Carlin: Back in Town,1996,,8.7,,Amazon,
7571,Neverland,2013,7+,6.4,57.0,Amazon,neverland
7572,The Kill Team,2019,18+,5.9,70.0,Amazon,
7573,Witnesses,2003,,6.8,90.0,Amazon,witnesses
7574,Shadow Company,2006,13+,7.7,86.0,Amazon,
7575,Mr. Nice,2010,18+,6.4,53.0,Amazon,
7576,Ashby,2015,18+,6.4,52.0,Amazon,ashby
7577,Storm,2009,,6.9,82.0,Amazon,storm
7578,Tai Chi Zero,2012,13+,6.1,60.0,Amazon,
7579,Married at First Sight,2014,16+,6.3,,Amazon,married at first sight
7580,Sheikh Jackson,2017,,7.0,75.0,Amazon,
7581,Siddharth,2013,all,7.3,90.0,Amazon,siddharth
7582,100 Bloody Acres,2012,18+,6.0,79.0,Amazon,
7583,Japanese Story,2003,18+,6.7,68.0,Amazon,
7584,Absurdistan,2008,,6.7,83.0,Amazon,absurdistan
7585,Gabriel,2014,,6.4,84.0,Amazon,gabriel
7586,Astraea,2015,,6.6,10.0,Amazon,astraea
7587,Northern Soul,2014,13+,6.4,76.0,Amazon,
7588,Future Shock! The Story of 2000AD,2014,,7.2,82.0,Amazon,
7589,Indestructible,2007,,7.7,10.0,Amazon,indestructible
7590,Scaffolding,2018,,6.8,82.0,Amazon,scaffolding
7591,I.Q.,1994,7+,6.2,44.0,Amazon,i.q.
7592,Garbo: The Spy,2009,,7.2,86.0,Amazon,the spy
7593,The Rifleman,1958,7+,8.3,,Amazon,
7594,Five Fingers for Marseilles,2018,,6.2,76.0,Amazon,
7595,Hoodlum,1997,18+,6.3,43.0,Amazon,hoodlum
7596,Inherit the Wind,1988,,6.7,92.0,Amazon,
7597,Boy Wonder,2010,18+,6.8,50.0,Amazon,
7598,Sex and Broadcasting,2014,,6.7,10.0,Amazon,
7599,Hitting the Apex,2015,,8.3,,Amazon,
7600,Blood Ties,2007,16+,7.2,,Amazon,blood ties
7601,Hangman,2015,18+,4.6,10.0,Amazon,hangman
7602,Wind,1992,13+,6.4,50.0,Amazon,wind
7603,The Last Post,2017,18+,7.2,64.0,Amazon,the last post
7604,Goya's Ghosts,2006,18+,6.9,30.0,Amazon,
7605,Thoda Pyaar Thoda Magic,2008,,4.9,88.0,Amazon,
7606,Howl,2015,,5.4,67.0,Amazon,howl
7607,True Confessions,1981,18+,6.3,69.0,Amazon,
7608,Saint Jack,1979,18+,7.0,67.0,Amazon,
7609,Over the Top,1987,7+,5.8,27.0,Amazon,over the top
7610,Elizabeth I,2005,18+,7.9,,Amazon,elizabeth ii: a diamond jubilee celebration
7611,Storage Wars,2010,7+,6.4,,Amazon,
7612,Pin Cushion,2018,,6.5,90.0,Amazon,
7613,Gone in 60 Seconds,1974,7+,6.4,43.0,Amazon,
7614,What Men Want,2019,18+,5.2,42.0,Amazon,what men want
7615,Jeff Dunham: Spark of Insanity,2007,13+,8.0,,Amazon,jeff dunham: spark of insanity
7616,Embers,2015,,5.4,86.0,Amazon,embers
7617,40 Years in the Making: The Magic Music Movie,2018,,7.0,10.0,Amazon,
7618,Not Suitable For Children,2012,18+,5.8,88.0,Amazon,
7619,George Carlin: Jammin' in New York,1992,18+,8.7,,Amazon,
7620,Hera Pheri,2000,,8.2,,Amazon,hera pheri
7621,Final Score,2018,18+,5.7,70.0,Amazon,final score
7622,The Greasy Strangler,2016,,5.7,63.0,Amazon,the g
7623,Some Guy Who Kills People,2011,18+,6.4,80.0,Amazon,
